Description: Results from the BQRRP runtime breakdown benchmark, recording the time it takes to perform every subroutine in BQRRP.
File format: 10 data columns, each corresponding to a given BQRRP subroutine: skop_t_dur, preallocation_t_dur, qrcp_wide_t_dur, panel_preprocessing_t_dur, qr_tall_t_dur, q_reconstruction_t_dur, apply_transq_t_dur, sample_update_t_dur, t_other, total_t_dur               rows correspond to BQRRP runs with block sizes varying in powers of 2, with numruns repititions of each block size
Num OMP threads:128
Input type:2
Input size:65536 by 65536
Additional parameters: Tall QR subroutine geqrf BQRRP block size start: 256 BQRRP block size end: 8192 num runs per size 3 BQRRP d factor: 1.000000
1300871, 38621, 13203193, 101643417, 5670141, 0, 173805574, 529416, 23802, 296215035, 
500035, 38939, 13576863, 101461717, 6046281, 0, 174557968, 501471, 23636, 296706910, 
497864, 39521, 13706296, 101895864, 5801046, 0, 174172411, 548313, 23898, 296685213, 
1076015, 76279, 12928885, 51586745, 7250498, 0, 171398639, 804340, 13198, 245134599, 
1063127, 77764, 13093221, 51675263, 6867480, 0, 172450936, 754676, 13178, 245995645, 
1060734, 76688, 13439467, 51397927, 6881149, 0, 171950388, 760903, 13320, 245580576, 
1980070, 152307, 19710340, 25925042, 8555484, 0, 169425817, 1085506, 7025, 226841591, 
2004709, 152443, 19760457, 25786130, 8811411, 0, 169094950, 1116724, 7067, 226733891, 
2006979, 152416, 19727458, 25761064, 8780375, 0, 168922894, 1200339, 7079, 226558604, 
3996212, 310861, 27360598, 13641950, 11739144, 0, 166539023, 2189485, 3424, 225780697, 
4033525, 316589, 26972763, 13497901, 12175750, 0, 166532687, 2033206, 3438, 225565859, 
3988938, 311293, 27583457, 13581976, 11802613, 0, 166291283, 2329088, 3371, 225892019, 
7643923, 637471, 56266291, 7218054, 18212119, 0, 161117674, 3793232, 1718, 254890482, 
7586454, 630535, 55915890, 7215384, 17974457, 0, 160083554, 3754441, 1616, 253162331, 
7588365, 641435, 55394405, 7232476, 18116662, 0, 159570857, 3742093, 1653, 252287946, 
15498124, 1355412, 32451133, 4142455, 25620581, 0, 157622931, 7837019, 1316, 244528971, 
15630753, 1342921, 32916801, 4104630, 25586887, 0, 159639524, 8071876, 850, 247294242, 
15612658, 1338510, 33624343, 4139808, 25623077, 0, 160505466, 7815348, 857, 248660067, 
