Description: Results from the BQRRP runtime breakdown benchmark, recording the time it takes to perform every subroutine in BQRRP.
File format: 10 data columns, each corresponding to a given BQRRP subroutine: skop_t_dur, preallocation_t_dur, qrcp_wide_t_dur, panel_preprocessing_t_dur, qr_tall_t_dur, q_reconstruction_t_dur, apply_transq_t_dur, sample_update_t_dur, t_other, total_t_dur               rows correspond to BQRRP runs with block sizes varying in powers of 2, with numruns repititions of each block size
Num OMP threads:128
Input type:2
Input size:64000 by 64000
Additional parameters: Tall QR subroutine cholqr BQRRP block size start: 250 BQRRP block size end: 8000 num runs per size 3 BQRRP d factor: 1.000000
1873924, 31250, 14143288, 100692856, 4645457, 8185876, 105408783, 444308, 22489, 235448231, 
459671, 31354, 14100017, 100293972, 4158553, 7928255, 104964775, 447466, 22275, 232406338, 
463938, 31970, 14368448, 100560598, 4365776, 8202947, 104886919, 589372, 22457, 233492425, 
1191897, 61059, 13249003, 51727320, 4734286, 8929309, 104723744, 709374, 11888, 185337880, 
975982, 61358, 12849922, 51732795, 4423312, 9112956, 105131058, 736339, 11660, 185035382, 
978790, 61211, 13252458, 51576793, 4239407, 9135128, 104675628, 722511, 11928, 184653854, 
1842291, 121276, 13923439, 25827864, 3761887, 9193062, 104359772, 1038259, 6147, 160073997, 
1773381, 121377, 14438575, 25724914, 3727534, 9386448, 104486710, 1002059, 6237, 160667235, 
1770554, 122388, 14122512, 25746952, 3677672, 9097103, 104500106, 966393, 6198, 160009878, 
3465096, 246011, 19297704, 13425476, 4629447, 9826571, 102951653, 1823990, 3027, 155668975, 
3881788, 244166, 19188181, 13293567, 4520271, 10061622, 102594589, 1783920, 3029, 155571133, 
3457204, 241300, 19304975, 13315667, 4606820, 10144887, 102347928, 1788517, 3056, 155210354, 
6481035, 507260, 46659567, 7311639, 7258310, 11544107, 98436405, 3218458, 1601, 181418382, 
6419972, 512329, 46720425, 7306616, 7269087, 11689543, 97557982, 3282496, 1541, 180759991, 
6423720, 512075, 47080682, 7290863, 7269103, 11643854, 97716899, 3220013, 1539, 181158748, 
12801941, 1090561, 21181349, 4189249, 13539591, 15380035, 93808256, 6274089, 757, 168265828, 
12928055, 1054555, 20846293, 4200155, 13608190, 15240620, 95339637, 6272431, 758, 169490694, 
13165715, 1069793, 21039982, 4144595, 13584356, 15464526, 94944062, 6272182, 760, 169685971, 
