Description: Results from the BQRRP runtime breakdown benchmark, recording the time it takes to perform every subroutine in BQRRP.
File format: 10 data columns, each corresponding to a given BQRRP subroutine: skop_t_dur, preallocation_t_dur, qrcp_wide_t_dur, panel_preprocessing_t_dur, qr_tall_t_dur, q_reconstruction_t_dur, apply_transq_t_dur, sample_update_t_dur, t_other, total_t_dur               rows correspond to BQRRP runs with block sizes varying in powers of 2, with numruns repititions of each block size
Num OMP threads:448
Input type:2
Input size:65536 by 65536
Additional parameters: Tall QR subroutine 3 BQRRP block sizes: 256, 512, 1024, 2048, 4096, 8192, num runs per size 3 BQRRP d factor: 1.000000
2032157, 37823, 54448599, 197471484, 44696046, 0, 93671276, 1658140, 12241, 394027766, 
503051, 36121, 52519631, 205791031, 41713352, 0, 93110447, 1608508, 11085, 395293226, 
496611, 36582, 50418099, 205649513, 51057716, 0, 92918643, 1702729, 11722, 402291615, 
859852, 72143, 41142379, 103672361, 40716774, 0, 87161857, 1768238, 5275, 275398879, 
879640, 72180, 41312280, 101396202, 41352970, 0, 86779467, 1945307, 5164, 273743210, 
815835, 73135, 39787813, 103153527, 36654745, 0, 86153466, 1685086, 5063, 268328670, 
1566239, 146735, 27813994, 51656533, 34347463, 0, 83498809, 1708318, 2669, 200740760, 
1634597, 148179, 27884746, 51641516, 34942305, 0, 83963780, 1964288, 2727, 202182138, 
1579870, 144877, 25340526, 51975259, 37814981, 0, 84288501, 1784125, 2735, 202930874, 
3001989, 298834, 34452194, 26717250, 25706222, 0, 82679958, 2909825, 1730, 175768002, 
3015921, 300962, 33559081, 26497106, 35148368, 0, 84039898, 2973840, 1696, 185536872, 
2995204, 303504, 32142291, 26870154, 24146402, 0, 82677100, 2840084, 1641, 171976380, 
5869400, 619165, 84817268, 14587882, 23904609, 0, 77525349, 6112808, 1056, 213437537, 
5830949, 620047, 83603342, 14376699, 25743251, 0, 78471616, 6147021, 1206, 214794131, 
5784552, 622895, 84358407, 14355172, 24413321, 0, 77876969, 6246377, 1105, 213658798, 
11360355, 1314149, 36245633, 8031006, 30999104, 0, 72097905, 14563672, 501, 174612325, 
11630856, 1300334, 35724765, 8076692, 29740599, 0, 71918740, 14291635, 368, 172683989, 
11365492, 1315713, 36353690, 8219916, 29548938, 0, 72978520, 14186190, 609, 173969068, 
