Description: Results from the BQRRP runtime breakdown benchmark, recording the time it takes to perform every subroutine in BQRRP.
File format: 10 data columns, each corresponding to a given BQRRP subroutine: skop_t_dur, preallocation_t_dur, qrcp_wide_t_dur, panel_preprocessing_t_dur, qr_tall_t_dur, q_reconstruction_t_dur, apply_transq_t_dur, sample_update_t_dur, t_other, total_t_dur               rows correspond to BQRRP runs with block sizes varying in powers of 2, with numruns repititions of each block size
Num OMP threads:224
Input type:2
Input size:65536 by 65536
Additional parameters: Tall QR subroutine 3 BQRRP block sizes: 256, 512, 1024, 2048, 4096, 8192, num runs per size 3 BQRRP d factor: 1.000000
2234458, 38131, 39786257, 204999967, 52949711, 0, 95488982, 2077722, 13656, 397588884, 
413655, 37072, 38184644, 207018742, 45362499, 0, 93776859, 1616697, 12027, 386422195, 
414093, 36917, 37627589, 208368748, 48611793, 0, 94505499, 1661820, 11778, 391238237, 
777719, 73107, 29753447, 104306880, 34338674, 0, 88069016, 1550658, 5392, 258874893, 
776141, 72864, 27717444, 106348979, 33146592, 0, 88033657, 1540847, 5467, 257641991, 
777173, 73082, 30362633, 107061220, 36369146, 0, 88289968, 1567933, 5112, 264506267, 
1487112, 145050, 23214837, 53711807, 34574060, 0, 85412142, 1987292, 2766, 200535066, 
1444075, 147200, 25061488, 52430269, 38073624, 0, 85078356, 1787584, 2825, 204025421, 
1443769, 145393, 23782904, 53095238, 36783923, 0, 84753470, 1911267, 2802, 201918766, 
2917126, 296394, 31694059, 27720189, 32300285, 0, 83435811, 3081506, 1572, 181446942, 
2856051, 301935, 31993598, 27435665, 26407960, 0, 83017121, 2907514, 1524, 174921368, 
2740550, 299474, 31405289, 27715454, 28107764, 0, 83690737, 2967787, 1405, 176928460, 
5503471, 620837, 83657752, 14589684, 24930598, 0, 79261802, 6115450, 1620, 214681214, 
5292577, 633261, 84712134, 14782316, 26006580, 0, 80029419, 6392628, 1233, 217850148, 
5473262, 622865, 85520586, 14900747, 25388376, 0, 78620476, 6169810, 1334, 216697456, 
11408171, 1298629, 36166351, 8288908, 29757898, 0, 72799950, 14637778, 391, 174358076, 
11358403, 1317090, 38931983, 8190760, 31616134, 0, 74244659, 14406670, 540, 180066239, 
10710745, 1311189, 36382447, 8333900, 32606360, 0, 72924959, 14066917, 751, 176337268, 
